Chr1	4879
Chr1	4880
Chr1	4881
Chr1	5500
Chr1	5501
Chr1	5502
Chr1	5684
Chr1	5685
Chr1	5686
Chr1	23234
Chr1	23235
Chr1	23236
Chr1	23244
Chr1	23245
Chr1	23246
Chr1	24917
Chr1	24917
Chr1	24918
Chr1	24918
Chr1	24919
Chr1	24919
Chr1	28047
Chr1	28047
Chr1	28048
Chr1	28048
Chr1	28049
Chr1	28049
Chr1	28119
Chr1	28119
Chr1	28120
Chr1	28120
Chr1	28121
Chr1	28121
Chr1	28158
Chr1	28158
Chr1	28159
Chr1	28159
Chr1	28160
Chr1	28160
Chr1	28972
Chr1	28972
Chr1	28973
Chr1	28973
Chr1	28974
Chr1	28974
Chr1	30417
Chr1	30417
Chr1	30418
Chr1	30418
Chr1	30419
Chr1	30419
Chr1	37137
Chr1	37138
Chr1	37139
Chr1	53728
Chr1	53729
Chr1	53730
Chr1	53900
Chr1	53901
Chr1	53902
Chr1	73358
Chr1	73358
Chr1	73359
Chr1	73359
Chr1	73360
Chr1	73360
Chr1	73385
Chr1	73385
Chr1	73386
Chr1	73386
Chr1	73387
Chr1	73387
Chr1	75720
Chr1	75721
Chr1	75722
Chr1	75792
Chr1	75793
Chr1	75794
Chr1	75898
Chr1	75899
Chr1	75900
Chr1	76105
Chr1	76106
Chr1	76107
Chr1	76187
Chr1	76188
Chr1	76189
Chr1	76247
Chr1	76248
Chr1	76249
Chr1	89405
Chr1	89406
Chr1	89407
Chr1	89432
Chr1	89433
Chr1	89434
Chr1	89595
Chr1	89596
Chr1	89597
Chr1	91744
Chr1	91745
Chr1	91746
Chr1	92280
Chr1	92281
Chr1	92282
Chr1	92436
Chr1	92437
Chr1	92438
Chr1	92605
Chr1	92606
Chr1	92607
Chr1	92617
Chr1	92618
Chr1	92619
Chr1	92719
Chr1	92720
Chr1	92721
Chr1	92740
Chr1	92741
Chr1	92742
Chr1	92865
Chr1	92866
Chr1	92867
Chr1	92878
Chr1	92879
Chr1	92880
Chr1	92906
Chr1	92907
Chr1	92908
Chr1	93169
Chr1	93170
Chr1	93171
Chr1	93328
Chr1	93329
Chr1	93330
Chr1	93561
Chr1	93562
Chr1	93563
Chr1	93577
Chr1	93578
Chr1	93579
Chr1	93607
Chr1	93608
Chr1	93609
Chr1	93725
Chr1	93726
Chr1	93727
Chr1	93739
Chr1	93740
Chr1	93741
Chr1	93883
Chr1	93884
Chr1	93885
Chr1	93922
Chr1	93923
Chr1	93924
Chr1	93984
Chr1	93985
Chr1	93986
Chr1	94070
Chr1	94071
Chr1	94072
Chr1	94126
Chr1	94127
Chr1	94128
Chr1	94393
Chr1	94394
Chr1	94395
Chr1	94871
Chr1	94872
Chr1	94873
Chr1	95017
Chr1	95018
Chr1	95019
Chr1	95056
Chr1	95057
Chr1	95058
Chr1	95206
Chr1	95207
